44275967.309926,110700333.096481,77980509.951534,112751542.955475,92656711.630841,50832787.457399,42157694.431891,46143809.363635,60479638.751093,30860196.108853,47210051.024534,52431427.844698,54203032.603011,32037310.075799,22493591.569360,36899609.385003,22356950.920631,11902411.574005,24081410.484945,27186797.692693,17204795.729423,40113039.102643,20706232.580023,67701386.600381,13222395.819641,31170372.680872,39067970.444280,38030039.164311,103275241.776452,44072457.847127,77930964.430118,41835189.734987,43172056.244416,62674394.253261,28956843.539079,39386368.419158,58610749.063172,126015820.547737,40944071.018116,23596211.614508,15365078.160969,199640621.918258,30107144.976824,112262862.687208,48757218.043968,144568827.416498,51658977.594124,77597365.748633,23559449.982814,33206829.883577,123171040.280508,
2664019496.887433,16202499053.551750,4487348998.303417,10618964852.235582,3271921362.903084,3773261441.157921,19783619292.906433,9809660398.275763,6918812480.013396,6738813903.313698,11179019014.906042,11800703501.915213,5959958561.384182,7393401596.069855,6157412138.957437,4403187269.516201,15125066605.229776,23338864817.487652,3118146385.995794,6904758697.597219,10279961094.437029,6158363403.962281,7869153968.443283,1518087413.557422,4369013028.126263,5195599072.807722,18973508361.318245,5061263732.085305,14664682019.857269,6301602400.339491,9199178946.339365,13490210121.472260,5949194952.232514,6714594443.665486,8756074557.647972,8147906606.358799,5844790211.188375,5168997086.874763,11268983687.913584,2468026190.907678,10428648101.476763,21150686127.147655,3254967687.067039,8129686469.317805,1124157532.664970,22547315106.390770,3513918622.335383,11675518001.532757,9239616848.790871,2937248831.678068,3948358161.388463,
20.816170,20.939692,20.901307,20.633578,20.707012,20.825414,20.838364,20.839330,20.820499,20.816212,20.853063,20.933945,20.933053,20.800272,20.797789,20.858139,20.932745,20.898438,20.776419,20.830942,20.802505,20.870388,20.785944,20.823950,20.843404,20.941461,20.881561,20.859801,20.907925,20.847136,20.877263,20.888875,20.877905,20.860900,20.841302,20.715491,20.851732,20.890596,20.845374,20.797659,20.955279,20.794458,20.868594,20.765468,20.875459,20.749309,20.839801,20.922271,20.914066,20.953876,20.973775,
118.624712,106.044666,84.601366,91.881219,98.254651,66.167636,102.481941,114.571997,107.692883,87.112361,50.523137,114.557947,58.123000,65.492196,76.215988,54.726012,106.714384,112.335549,167.122984,40.973297,110.307518,92.692582,45.098776,98.216270,158.222416,119.477980,78.813071,83.926852,83.537590,147.369309,127.641197,67.695966,111.685692,50.274471,102.643438,120.472990,79.277459,122.499758,78.212581,122.321033,77.750519,80.547562,86.451749,138.408901,45.772954,148.708089,70.712445,159.451291,80.733082,126.224089,63.800504,
3002.470460,3655.439351,3381.126718,1542.000889,2156.508128,4911.012420,4070.337407,2527.735431,1836.254013,1452.930546,3990.090274,4358.486585,3489.495664,2651.462142,2985.861548,3097.395770,3361.433590,2857.051025,1854.183227,2604.287559,4277.531530,3380.720273,2901.261290,1538.713422,2502.376468,4182.987035,2932.381063,1780.274673,2275.630434,5222.461464,1759.856357,1311.468702,1303.893730,2853.216183,4925.824916,2059.459196,2802.245316,3857.028486,2277.587225,2817.183737,4508.977850,2904.150425,3854.438500,2369.411021,3691.202247,4329.218362,2072.364618,1704.858208,1541.164821,1591.956697,3947.071836,
10215.053738,486457.273144,2763002.280655,299330.508950,658706.142063,9059635.769368,1862990.426341,781230.566568,60983.614737,691735.587261,193049.193491,18386.555314,761582.776457,3742706.678127,3572002.272589,164916.535793,155623.468988,59773.821511,377401.864540,211614.409824,2637442.393093,1100035.177777,305537.882948,88650.654923,46709.028774,751646.378131,186798.589313,701140.039664,874134.962882,35856.794846,1075538.153145,247720.589565,1093294.763793,11674.185704,176548.570753,522118.065710,1758664.201987,117123.863488,870712.659417,139476.660132,323912.368235,54612.801535,52836.533860,312010.807790,188726.095046,26019.683766,1013023.647072,1342503.664247,34298.471811,83324.510434,161646.816511,
25.475185,39.788232,25.220182,13.895919,30.662322,87.732035,37.234311,110.621494,28.074134,31.516755,87.355957,20.411921,22.829381,20.235808,83.457118,59.167463,26.412443,16.034172,37.641937,100.608499,88.345942,41.291357,74.135570,32.091546,18.880830,22.721305,115.956676,34.792453,41.126784,20.347989,11.705469,22.687311,21.365345,20.912088,44.898994,36.059339,28.339664,36.242556,24.140639,15.239824,37.036835,18.579919,18.985381,31.355621,12.302146,26.278912,36.520503,80.706411,38.655162,40.789460,83.217932,
6901.319653,402069.211921,144459.681156,60797.162233,153242.664023,38307.586981,239350.372653,16743.138841,30289.242543,30185.941226,30330.487869,111032.630561,58853.484330,186776.552751,26837.006333,22152.638992,34143.028158,91053.524412,13218.691467,457943.767596,65578.985078,62810.551109,113497.343987,14117.059906,8846.275903,32996.759084,28686.373285,47738.046571,40242.616178,636573.591445,2749.519354,117252.577892,43093.720041,42927.687493,48427.773565,94683.818003,22220.232817,35685.656872,36861.754808,107246.135106,11648.428470,209953.542444,48028.207869,36752.945260,49615.432824,69639.607613,46474.358076,81206.238288,38984.590320,278598.812367,133602.939900,
137.646451,135.700245,323.554629,145.107598,161.381773,124.078992,148.607253,181.771775,151.196765,225.438471,203.751122,280.994695,140.308892,171.180517,269.085120,152.803738,145.101506,130.144990,168.231379,186.804329,323.725892,132.578302,357.329119,168.715808,155.738773,136.623612,141.328821,132.843863,336.738824,152.715873,151.575992,282.831988,263.736862,138.071435,149.490631,281.049754,138.881648,132.102562,135.628981,358.261049,142.650265,314.384870,136.343024,332.970641,161.078488,141.529640,312.757542,145.301302,118.890757,112.538831,132.929444,
3551462.160123,356535.327478,28069.549521,795706.224636,572222.958097,361549.421053,871402.738215,783019.811325,930305.816513,826820.098978,3072430.795428,2034876.913282,266050.116210,147031.226620,37826.408324,1542407.822100,3867300.863507,124143.681467,41962.487042,25434.602608,1635328.123087,1091774.067619,47541.082352,2216586.761884,1050967.420346,4329775.199283,772703.237759,139511.780269,192815.460161,95989.334678,3484442.435900,280879.919169,331735.084034,197315.586071,133964.496586,35212.996408,1246140.131586,74066.577745,2971662.906018,797182.576197,9527872.233693,96987.480312,132317.423090,742080.440377,286573.842897,4184612.260029,3433352.879540,3858108.214744,102443.884452,203319.586087,3691456.694283,
