shade_with_a, shade_with_a
0,0
0,0
0.1330819169334465,0.876056280461877
0,0
0,0
8.080818726159926,3.740692199648643
0.004798968706959207,0.005294243623963741
20.3638676948876,0.06392594640069171
3.321798379617072,0.851129997008912
0.01319367424726766,0.009421907818709078
0,0
3.231812635340993,1.003771168537513
3.737682160549959,1.296427926190215
0.004898387532728734,0.01679082651164943
423.2292452405028,107.7145697081448
0.6834444167083934,0.1560365239692527
10.12241672175067,7.147231627385524e-14
17.587447419507,1.709347077641168
0.3182565385492587,0.04608575060039559
2.128691933781511,0.4284288397798349
396.2684972731499,27.75655707102758
4.280572166205738,5.089168969270882
483.8589813089939,176.4111491688031
201.0183724852376,2.557017337434143
199.0636030248945,10.77494625961001
120.1752912907757,34.50386143208735
300.0000894521119,0.0006235940077750638
296.078431372549,27.7296776
