shade_no_limited_archive, mean std
200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,
200.000000,0.000000
400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,400.000000,
400.000000,0.000000
620.015062,620.014080,605.122901,620.012795,620.022515,620.023544,620.028835,620.007317,620.023673,620.023106,620.027634,602.025690,620.007558,620.030392,620.024946,602.825772,620.014388,620.012734,620.027893,620.037669,620.014619,620.033113,620.020112,620.022194,620.030639,620.019099,602.313651,620.023393,620.017864,619.966960,620.020759,620.019496,620.014807,620.028048,620.030051,620.024177,603.203869,620.022972,620.008058,620.017458,620.042006,620.018378,620.018392,602.782227,620.027431,620.027307,620.022552,620.011997,620.013890,620.019853,620.032101,
618.023451,5.479922
803.981157,801.995914,801.996167,802.992099,801.001311,802.992420,801.989918,802.996275,803.996365,803.986054,804.978530,802.988217,802.000544,802.987896,802.993061,802.989684,803.992162,802.001155,801.998272,804.002126,801.000747,803.982454,801.991765,801.991858,803.984489,802.986778,801.994206,802.044392,802.987676,800.998429,802.992667,802.988349,802.988618,803.995903,803.982620,804.151333,803.982211,801.995047,801.997280,801.993407,802.991589,802.989845,801.993868,802.995420,802.991250,802.989323,801.992655,802.430716,803.982918,802.986398,804.975178,
802.886445,0.955852
1135.458521,1288.540208,1037.847791,1015.684264,1130.146242,1009.921293,1137.600828,1016.882892,1125.690232,1040.335787,1120.924293,1019.370640,1143.359670,1011.199773,1120.333192,1130.194169,1061.180636,1019.248237,1125.510998,1039.388469,1007.332480,1010.358918,1020.025365,1138.658148,1007.430948,1013.954161,1023.675278,1127.303432,1004.883097,1128.030338,1163.644084,1047.322931,1125.439887,1129.567818,1051.754257,1126.162706,1023.205309,1013.853989,1030.525775,1007.153083,1006.979503,1122.547334,1058.187567,1132.130309,1018.580092,1162.818104,1158.554833,1130.863181,1016.360282,1005.005895,1126.802450,
1075.841759,63.956186
